track1,truthhits,x,0.,1.2575,1.8956,3.3220,4.5983,11.2236,13.9262,16.6289,19.2940
track1,truthhits,y,0.,-3.1050,-4.6807,-8.2028,-11.3542,-27.7136,-34.3871,-41.0606,-47.6414
track1,truthhits,z,0.,1.0392,1.5666,2.7453,3.8001,9.2752,11.5088,13.7423,15.9447
track2,truthhits,x,0.,-1.3544,-2.0417,-3.5780,-4.9526,-12.0883,-14.9992,-17.9101,-20.7806
track2,truthhits,y,0.,3.0640,4.6189,8.0945,11.2042,27.3474,33.9328,40.5181,47.0120
track2,truthhits,z,0.,3.6836,5.5529,9.7314,13.4700,32.8778,40.7948,48.7119,56.5190
track1,recohits,x,0.,1.2583,1.8974,3.3274,4.6085,11.2845,14.0201,16.7627,19.4741
track1,recohits,y,0.,-3.1047,-4.6800,-8.2007,-11.3501,-27.6888,-34.3489,-41.0061,-47.5681
track1,recohits,z,0.,1.0392,1.5666,2.7453,3.8001,9.2752,11.5088,13.7423,15.9447
track2,recohits,x,0.,-1.3537,-2.0401,-3.5733,-4.9436,-12.0347,-14.9166,-17.7923,-20.6220
track2,recohits,y,0.,3.0643,4.6196,8.0966,11.2082,27.3711,33.9692,40.5700,47.0818
track2,recohits,z,0.,3.6836,5.5529,9.7314,13.4700,32.8778,40.7948,48.7119,56.5190
