track1,truthhits,x,0.,-0.2951,-0.4449,-0.7796,-1.0791,-2.6339,-3.2681,-3.9024,-4.5278
track1,truthhits,y,0.,-3.3370,-5.0304,-8.8156,-12.2024,-29.7838,-36.9558,-44.1278,-51.2002
track1,truthhits,z,0.,-2.5637,-3.8646,-6.7727,-9.3746,-22.8816,-28.3916,-33.9015,-39.3350
track2,truthhits,x,0.,2.6175,3.9457,6.9148,9.5713,23.3618,28.9874,34.6130,40.1604
track2,truthhits,y,0.,2.0908,3.1518,5.5234,7.6454,18.6611,23.1547,27.6484,32.0796
track2,truthhits,z,0.,-1.9728,-2.9738,-5.2116,-7.2138,-17.6075,-21.8475,-26.0874,-30.2685
track1,recohits,x,0.,-0.2944,-0.4433,-0.7749,-1.0701,-2.5805,-3.1860,-3.7852,-4.3701
track1,recohits,y,0.,-3.3370,-5.0305,-8.8160,-12.2032,-29.7884,-36.9629,-44.1380,-51.2139
track1,recohits,z,0.,-2.5637,-3.8646,-6.7727,-9.3746,-22.8816,-28.3916,-33.9015,-39.3350
track2,recohits,x,0.,2.6179,3.9467,6.9179,9.5773,23.3972,29.0418,34.6906,40.2649
track2,recohits,y,0.,2.0902,3.1505,5.5195,7.6380,18.6167,23.0864,27.5509,31.9484
track2,recohits,z,0.,-1.9728,-2.9738,-5.2116,-7.2138,-17.6075,-21.8475,-26.0874,-30.2685
